,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20
Gene_117,1.2953471200090156,0.9676312842819189,0.9109224444889241,0.5182445220707523,1.1713756007021527,1.3013689872710295,0.39478567938778963,1.2786558890795365,0.982087703922677,0.6828392173114933,0.9832435450821531,1.8632698390351918,0.7714418713297371,0.49918615711037717,1.4502957669996572,0.6880459671738229,1.1729543335493313,0.48021680611616674,0.6796833695160996,0.7937639450985204
Gene_118,1.6491581720007558,1.166185108339594,0.9743803125927717,0.5638801541731905,0.5304636821313007,1.1361277281165267,0.7691134151161381,1.1002712021038394,1.044679064998459,0.8456764288660289,0.932409201509901,1.3517505876142581,0.9912404024037722,0.6478158697326628,1.291825058039145,0.5598415192420216,1.0363645593670932,0.5773083971243687,0.5141913378828273,0.7377429506130011
Gene_119,1.7896114115175503,1.2085579255921366,0.7618059223852535,0.7105171051850019,0.7360902285321765,1.0859742199791718,0.713546752576008,1.0658278454404373,0.6630552599070791,0.7743836645987652,0.6362496332349324,1.3893190137065923,0.9825151745687488,0.5395347234910796,1.3831738867734806,0.9311961360758788,0.9466484302274181,0.4599798629431428,0.7014812073910576,1.1534588249445918
Gene_120,1.4548856842596836,1.0808035935259837,1.1167082519425087,0.3250430596705034,1.0105163955202998,1.2107349443663082,0.5020447059375929,1.1202969725932221,0.9564741915865724,0.8706291111461447,1.0340836258843833,2.0284579542765533,0.8387536260516233,0.40647780068247497,1.3075271927519319,0.7780594060339221,1.0164858037324729,0.7027510955002743,0.33382302538582104,1.1976420953670592
Gene_121,1.3185224665246875,1.2761426910954987,1.4187615320400009,0.4192442265792934,0.7267737554607292,1.2051943543089203,0.5772757968154063,1.103627161917254,0.8248860771328406,0.5285572438224857,0.8167204671123335,1.4177379005398465,0.8973262680986654,0.9714131220069928,0.9954620947751054,0.7963879423582888,1.006866492435065,0.3561469291369005,0.7596185645408131,1.1270686296745152
Gene_122,1.5538172301203723,1.1259040419606114,0.9539967847697126,0.45012819723441294,0.6196550773308855,0.8681946709171688,1.2445208118350544,1.3616453216510591,0.5495935197827542,0.648000283713303,0.9158612286748793,1.6651364148282746,1.1057275996420928,0.6316955626024904,1.2216726216303766,0.6993228098405648,1.0798376797600928,-0.03176111171343965,0.5555842592154321,0.8887770839086744
Gene_123,1.4747369144581686,1.5293189103747213,1.093754794501238,0.5098696069014834,1.0210454830378957,1.1298143543548025,0.7387208248636774,1.2340795241468359,1.2311171059902668,0.6863141879968339,0.9142144316934718,1.3704072293563736,1.1070533618470695,0.4989494190160111,1.1632901109099398,0.574728922161112,1.2578224223703685,0.5957898516245501,0.3524007100411939,1.0700451929607069
Gene_124,1.2977786597266316,0.6805661277189723,0.9768550513215031,0.5108789864447991,1.3220284799115496,1.119868741985099,0.3791784266224617,0.9997546046695132,1.0240850521102383,1.330180429636002,0.5022913538835893,1.1796985783248721,1.3701438676529762,0.7606095567874107,1.0731049272556834,0.7406727222331804,0.5355095306980512,0.4127740641554996,0.6671084198990879,1.243912398668303
Gene_125,1.2369154402179587,0.949404542134711,0.8351735361944598,0.6236522952708264,0.6576159181698403,0.9516566090809158,0.4555388478152633,1.242936653868433,0.9914986163556916,0.8655677610705342,0.8271356153231866,1.2659651724259724,0.9360155029772624,0.672645797904881,1.770922091836952,0.4113534998538606,1.3554945262519142,0.611470717529229,0.6576714662284981,1.4107824675997638
Gene_126,1.5141157251978388,1.010098948987625,1.0096343308028681,0.8172893206196885,1.0559790294046218,0.9081413194137173,0.3908524878535557,1.0721132780245703,0.6598006801448292,0.899786960138946,1.0669756432680089,1.4642231243353232,0.9873861563163049,0.694291268274909,1.4164496500720136,0.1843690382117723,0.9413190195483674,0.45435570129196196,0.841559976615843,0.960677881259496
Gene_127,1.0643840894680914,1.0562093990472665,0.8931859836412513,0.3346422123178907,0.7118161046998004,0.9963717053817899,0.5337529938656667,0.6715961940838878,0.999221632401785,1.1674668833177615,0.9497924145990821,1.328146321267718,0.9556525257891162,0.6813824582673383,1.3665223515433387,0.7674150027523096,0.9158243187457276,0.4284980741187795,0.6930002662535191,1.3502228351900905
Gene_128,1.5805959386414108,1.0900784473291432,1.0370237869922494,0.8546673731766639,0.9186377418343447,0.8610591948782458,0.9353759207983474,1.2522900600115072,0.731199588798662,0.8165932815821684,0.8788031253593334,1.6483204144061983,1.0354092857048611,0.7449484560018069,1.586754948546233,0.8480555354556705,1.1007861967544317,0.600361078989564,0.3950394046249629,1.1386437807500989
Gene_129,1.8015559006230881,0.8886579307755645,0.8507316756825603,0.44215776641735083,0.6187585751739675,0.8763243952874191,0.5806003070553034,0.8315960016679733,0.8229320598142791,1.0929473098193465,0.6379367803017969,1.859540240081035,1.0981092502841387,0.8888028384380414,1.1151965628605294,0.8046519504220165,0.8442722984223641,0.5901484630033691,0.6359120532891771,1.1697086147576938
Gene_130,1.204575709551496,0.7532531413987184,1.1397041050570542,0.3829059432911228,0.9293264410622698,0.7598492156209107,0.8243367693066428,0.8662047425499999,0.9302683805602632,1.0376180617912172,0.6801336526452659,1.6720887687696266,1.048039285245331,0.5749183500746823,1.045052536815715,0.2412217666741775,1.1325890879613654,0.09913840856365636,0.6206130252187325,1.0063687275442872
Gene_131,1.5755231857641052,0.8718580099560664,0.954368904136959,0.7189496849936221,0.9036967884592687,1.0965079683495156,0.7485554447350145,0.8055949808622804,0.9711661290217549,1.0349856338647374,0.6161513906158815,1.506867360617841,0.9880893750530936,0.6557873644328834,1.3135354669446637,0.92002026137493,1.2790124240359924,0.14965512414978616,0.7259581833916806,1.324845034667819
Gene_132,1.5170563348143067,1.1504631948912327,1.4227125505465303,0.7773174533573592,0.886546901770791,1.2422944717299105,0.6836794933926874,1.1174900141606927,0.749525545881612,1.2251745468284387,0.6558022831427807,1.8621570002883046,1.0959236573266942,0.4028254863528416,1.320293332229241,0.2137416034783685,1.1877606818676338,0.5891452594338656,0.4830729942000601,1.0837679099518536
Gene_133,1.8305261174265235,0.8311177690016519,0.8084769439950571,0.8689082246284827,1.2292026207486042,1.0340159112825293,0.8569945338549805,1.3810045886098778,0.6713115465166817,0.8154307079884433,1.0656629189621278,1.8926863110943832,1.1085270046134907,0.5067238506128191,1.6441756959708451,0.5275527254463004,0.9956315222671364,0.4805665297339917,0.9123762694734256,1.2298535660711818
Gene_134,1.5226677307488483,1.0249248158776605,1.0289613951350705,0.6842034470396643,0.3307731671035845,0.9739552850990002,0.7029663137566654,0.8825065887798003,0.8970730565866705,0.8715976308647927,1.170583155994279,1.8702874003956524,0.9027897187549873,0.6525191789998909,1.2319739605092783,0.5434150097767688,1.1016640753070521,0.26044254905854936,0.37542111834296554,1.1836006155407908
Gene_135,1.5656005475208283,0.7714039579220408,1.1993295475588972,0.44625999830289675,0.8873182302500414,1.197345579435451,0.6479794138325666,1.2036575879319287,0.7165224642468442,0.8731985583763976,0.7783161301551129,1.4063677860446335,0.9605959999554634,0.3729630615404806,1.1485327242025358,0.5767718063347592,1.0114231280023507,0.3637994736619116,0.5891913453584451,1.1549466743779497
Gene_136,1.6145980455029707,0.8023140644843858,0.7796182903285483,0.3641666616873424,0.7392445984034597,0.962892513349658,0.5007027135338177,0.8534860726537228,0.7285842275295209,0.9487771990848113,0.9384939094982939,1.444198844731017,0.913351268149933,0.4973470595437678,1.2404756395560015,0.4640611781705304,1.1772846411496667,0.054925664449245126,0.5296182508399784,1.1192798385990854
Gene_137,1.476461533940967,1.4708738426501387,1.0902184663199588,0.37176462476756095,0.8175923332246305,0.6780275102196694,0.638581976913957,0.9460981941035499,1.0028864481363908,0.8025838201429101,0.7961348331721316,1.4285718870718005,1.3437211029492862,0.6184381680896476,1.613274882326797,0.7965772574323466,1.159072423968504,0.48584559229957136,0.6803036449737212,0.673523854891615
Gene_138,1.383917951846315,1.1012987040909037,1.010479024711556,0.291537574775248,0.8262042925269513,1.374097880164058,0.904080269880253,1.1003086036304954,1.0100982484359757,0.8391904709884066,0.47871369896583715,1.3707902577267703,1.3085285862802594,0.6278881049473691,1.1980866777559531,0.5737792657537173,1.443486396416028,0.7372907459084801,1.0453002320200977,1.0272493286807267
Gene_139,1.4988195284258852,0.628938599969881,1.3156453466300322,0.339019633882376,0.880040295394971,0.813816271386391,0.53692856142557,0.9452569192937617,0.6982333408891949,0.8046673344322213,0.7098342573461656,1.7223502377087427,0.7749782739661157,0.7267950067160033,1.4903553040920685,0.5311076321060142,0.9190753003519063,0.3659940378000172,0.8374892270026129,1.0978798969514085
Gene_140,1.3334517717549466,1.0290424400916471,0.7998000314390925,0.7088474462245526,0.9184066441827987,0.971715082685183,0.48698476708386296,0.9353732210470103,0.9267718602935405,1.1582879755598294,0.692026466925422,1.6473607960629781,0.578545428858206,0.56576317518179,1.2405516870567763,0.45181022161232665,0.8753578035435075,0.27854305154229014,0.6599827309957454,1.021592567079462
Gene_141,0.9920483840114718,0.508127079327026,0.8988854258349421,0.6641128613466735,0.28718421409739825,0.9333307416826337,0.549452355469825,1.3903769611453913,0.7428040306817858,0.9890896720102027,0.8477394443486737,1.129570159391241,1.1495922759049673,0.7257660224044875,1.3484172015658746,1.4189944462959587,0.645836490601709,0.757038292788289,0.5440546814503997,1.116524151641339
Gene_142,1.4305921816162177,0.8474198431744305,0.9062918757586255,0.6384772912505648,0.5332504433081093,1.183392610417313,0.5714630457962584,0.8866955376956301,0.7298058214251957,1.1639217184345316,0.7124209989279363,1.6273741789946052,0.8497595774355251,0.8342710912979538,1.3838650213889976,1.0034686716679757,1.0275462894015837,0.5458299237876487,0.6211576932382598,1.3182327271333398
Gene_143,1.2959281531547202,1.0812681724294955,0.9813190021830409,0.5597379087142634,0.8550356795321198,1.0837248561982953,0.6314561181489176,1.155652042137807,1.1354320045367954,1.1095818121850607,0.9933189348305602,1.4645755501479072,0.818102666932955,0.8737468329607805,1.4219728321369156,0.9282810401588897,0.9418629533075809,0.366189231763998,0.273647352825384,0.9805641495485624
Gene_144,1.6390087327923557,0.8389680340083997,1.148354420446542,0.5344749229364008,0.9014965882867573,0.8037384989498264,0.6717438167000894,0.514482211323557,0.7824291613919615,0.5863972263189889,1.0606869196405442,1.7111649259055834,1.089285028971836,0.986887966745106,1.0569801694659893,0.983219544591805,1.2490973913535037,0.3647879053922782,0.8286682147670597,0.8377996682784102
Gene_145,1.2747917983709316,0.8105491652060992,0.9144629197935742,0.3612640155839124,1.0813017960615101,0.9815058968389935,0.725202920444685,0.9986391322209656,0.45568773291465503,0.9665033467403015,0.43703702124722554,1.5419566461355876,0.7222878248120577,1.0801419211593917,1.4290360180659012,0.6548976632629895,1.3154004140323605,0.24283576734292023,0.7102400610644894,1.0990204575044797
Gene_146,1.4924986469432002,1.186737809875393,1.1667568819623377,0.6303202767009677,0.505707695396786,0.8412675178570671,0.6301601400541643,1.131383880359032,0.5937676480895737,1.3948272101777013,1.1227668273818956,1.6761071194311778,1.0103582048353688,0.6402449273329996,1.0563797816265097,0.6492430087124659,1.1142095865299768,0.16374684773974252,0.6683794687794503,1.0280065609957874
Gene_147,1.058133119100988,0.7601901076981389,0.9375373547220484,0.950113075604001,0.9479958075491968,0.7661804630929816,0.7519091846568366,0.8032486077160286,1.0363466038017732,0.8182669446984413,0.8007607785833468,1.8208427848611193,0.7385181188617698,0.4032630842906317,1.1300436083617558,0.8414226752125566,0.7587898634060581,-0.1543321567860464,0.5113124136486711,1.1694065307429211
Gene_148,1.679746980624232,0.8396348374369594,0.9379731399831768,0.8033556909871125,0.462736842703361,0.9555726218763579,0.6927867047583207,1.2025531497607085,0.7178470543861819,0.9193800774031853,0.32182254564858304,1.4240337728859116,1.0866525750895133,0.486227914462294,1.2585603179488762,0.723121405169233,0.9941492383298737,0.4461917170353816,0.40899767227354833,1.0177361148215278
Gene_149,1.5617378645943107,0.963661702047726,0.9029522074935901,0.6174188249941216,0.9796071407697688,0.6232885211974641,0.8865167397644887,1.0454584577674872,0.9049063796724045,1.1519412597910625,0.5451532768850877,1.413795254867172,0.9382410934034788,0.5259360170883443,1.5937507887983184,0.4623924862433348,0.9515497226040533,0.45297676915666274,0.36111428011525304,0.9799222284094843
Gene_150,1.503185282926501,0.865695028977537,1.0015810896263875,0.46670912164628886,0.5337911208062918,1.0975954191808075,1.0056885411027574,1.1163897316603892,0.8648612164738684,1.0510364260853888,0.5656219170218411,1.8961863869786024,1.0364165918631802,1.0090581011310518,1.100156874526159,0.9973592895202583,1.2176901773083832,0.5227069800065391,0.6483490762011004,1.0093526471458472
Gene_151,1.6798009623712407,0.9603390838236486,0.6268445206889468,0.3491382517945625,0.7995160322038957,1.0952765735460708,0.64338422899333,1.3565035634624343,0.4295880202166335,0.941209462363049,0.45589217125375,1.707625914449515,0.9770590896902193,0.7666087157180536,1.0739868815130036,0.8896398913402436,1.271004011313197,0.5288078234384449,0.5756407359577826,1.1750298278197635
Gene_152,1.2983161170789965,1.1033782416581817,1.3501546402711615,0.7866976561318002,0.6907646886809633,1.1055602403675804,0.39607361802157964,1.2271874677388368,0.9099290755968663,0.5385286071555841,0.5871312475487082,1.4990556760039278,0.9357788831504545,0.44079133422946887,1.3245592195013935,0.6840416267967958,1.0238052521057228,0.26094066280439476,0.8112856106137836,1.390139793378396
Gene_153,1.3429823339071587,0.809833726423075,1.1184999944887766,0.5009696681865657,0.8088057425097983,1.1812074072578942,0.2728307092718506,1.3763698704742355,0.8343444978902268,0.8301932461495809,0.8016411854868912,1.548169326356785,0.6497105718896348,0.9816743668038772,1.2550286000850803,0.7223473310981684,1.2529690326162353,0.20786647132400735,0.6962385651375165,1.0055301525809783
Gene_154,1.6090487857197648,0.5068216257837401,1.0004396013581234,0.4520114129791707,0.9231377727692762,1.1272856143866004,0.513176747808904,0.970274632668493,0.7976753193128926,0.7331634295989754,0.9878847554216064,1.481842015263192,0.4145531887142915,0.6077223099888687,1.0390547094621623,0.30749174191650425,0.8151737508569122,0.43398065720266144,0.867272350980117,1.121695265533733
Gene_155,1.3183939530333182,1.0234479488881798,0.9284403993625788,0.43365547030333407,0.6058126489958483,0.6829110155626159,0.5767171854614201,1.144320103487728,0.8004836590213805,0.8292984894725453,0.6303388041918248,1.6773326936896749,0.7325244485893028,0.837892304081925,1.0463200698456117,0.4832598575380863,0.7693020403782913,0.31181853345894006,0.7966066770260666,1.1621839884495284
Gene_156,1.6353790530820733,1.0366956190408265,0.7995244957003034,0.5064176992704515,0.6806453568189527,1.2993917577207679,0.41534419748804685,1.291448943381524,0.9983991670461123,1.2784159154052346,0.7375506978052815,1.6981478872687137,1.4522811998863885,0.5591583859264906,0.9397554241244848,0.2577448982271406,1.205201484273693,0.035468921224350636,0.5270803747428863,1.1465210081685293
Gene_157,1.4767297380424491,1.0173560826908736,1.0647164325665481,0.8283487067986417,0.6462219064946858,0.8978777492212535,0.5001700377191444,1.2787477678762238,0.9998881107033712,1.0027369389257186,1.0561867497091666,1.320075281877405,1.3293956548888473,0.9873344456556816,1.393887873080106,0.9901066867629054,0.7313344369658719,0.307209335583537,0.4544834931940803,1.2033542355122058
Gene_158,1.229666482756037,1.0837661397215363,1.29436569020572,0.7116161241527629,0.8934353873747454,0.83570210873281,0.4853317335482362,1.362633186563035,0.975678193805425,0.9046879711865082,0.7359061071780029,1.1505218807304058,0.7817803488417321,1.0649705387411745,0.9906723594304634,0.6716428692529095,1.2641478731404665,0.16111442923560887,0.6384862802866875,1.246641478262868
Gene_159,1.4421944950579162,1.5059477209873928,0.6865386096307382,0.7843212501127388,0.8021248351631522,1.1876608078802948,0.7429633571131584,0.9660781660817024,0.8656076715162265,0.5409115847823596,0.9401375164454597,1.6153151485507864,1.1236828663072402,0.89431038633066,1.320287441672899,0.6633647889683486,0.8864454111691682,0.2696548101062572,0.838891109365937,1.3463254519019328
Gene_160,1.3920725434140553,0.9414676593046941,0.839335586407624,0.807126913189452,0.9697685473808009,1.4215202642057096,0.4790373113373614,1.0371078257000583,0.8660975775294729,1.0417897826071711,0.7763544888216545,1.3810912372619413,1.172232338363334,0.8269137938223463,1.0635086535182117,0.9048354652297925,1.2966988203407475,0.43895826228562596,0.6174637578056781,1.1698699249839184
Gene_161,1.2673540166252146,0.9382734056868557,0.5897817524845411,0.7478666732365501,0.5243865381540733,1.3339607425987596,0.5886779079800191,1.0703760091174663,0.6942616118074574,0.8548841002776018,1.1031942853607883,1.0581217240456653,1.2513439097962573,0.7502914175335715,1.0053591440595135,0.41868442639884573,1.3979376839430673,0.22299758684752113,0.3708740832112789,1.2865212792336829
Gene_162,1.5074052059336491,0.7446819945467595,1.063583456487301,0.3674250074079075,1.0568494623269662,1.2455509698875866,0.7611031665376978,1.185041617753105,1.1720460179978334,0.9124291405396621,0.5831131912470207,1.6455782379191426,1.4131602424860426,0.4797348226760595,1.1744709202921595,0.7170361126289839,1.0518781087002789,0.21563824676060447,0.825915756576565,1.523066515164189
Gene_163,1.4789209224812476,0.7514534519068392,0.7104663563956821,0.6241707403801992,1.0574606513056968,1.1283103262120362,0.6542211585895384,0.9948550751458405,0.6013756664807406,1.0794421403269934,1.002242340608298,1.2465374980145345,1.3139186282147566,0.7975009654920302,1.5266824026601156,0.3653213553116703,0.7894942474183388,0.382305100882608,0.7021010707095097,1.4183305353461297
Gene_164,1.5809104134394925,0.8837308544916326,0.8149846198731988,0.818575658679793,0.6437440974923022,1.3589704878674242,0.5978249968520073,1.4308258200272719,0.9555946510362141,0.8850927771735253,0.7156087419659556,1.4875018798834654,1.0816141710536673,0.6981180205567733,1.1280011920172157,0.6006206229451669,1.0783744844452567,-0.013647856046895057,0.6931778082882105,0.8631141258173757
Gene_165,1.209028150035317,0.5947982404318972,0.6614799618327991,0.30148604351350516,0.694880991116347,1.4239286044182735,0.5495259915942684,1.1482594267573079,0.8999046703256243,0.9387049123051867,0.8039993241859822,1.3166247026328324,1.2861363422344623,1.044126050040807,0.9102317348064195,0.42894118683141746,1.0066970100260255,0.21919140385402913,0.7027372960216439,0.9134039302794145
Gene_166,1.8727058442377866,1.1703768287227585,1.0627732675328203,0.7779727967999095,1.057865267513907,0.9204872793013111,0.49145847786491625,1.1283380180976312,0.9921356179239473,0.9403039547927006,0.5040887198929815,1.3951185665625128,0.9811562598597442,0.6675536004480639,1.6412719089889185,0.3565493165288937,1.1637769268686016,0.7099215845017253,1.0558341344150302,0.9781788861239448
Gene_167,1.5379805212205062,1.0462191812937687,1.0593548077170354,0.5528065038881018,0.9238802605424543,0.5268275598690227,0.7911158247858354,1.137944986236095,0.7753134136687054,1.3218643142059285,0.6845012125730705,1.4750682575396752,1.3942614930195667,0.5162744603432586,1.136740417043649,0.6043418203225234,1.2308059749273366,0.4536594643067301,0.34301911590001827,0.9526246581352992
Gene_168,1.3182237440340239,0.9168229008094302,1.105427193132343,0.6562166953135574,0.48148283183276475,1.246064974425131,0.7052156959726339,1.3896158150224829,0.9086480584824929,1.1327564666091694,0.9127970786212063,1.8249286065932309,1.1004009597821756,0.6631036720246491,1.7012504177203331,0.8115543294646718,1.1774079627023093,0.15683807952840018,0.3438826618377633,1.1176014671891077
Gene_169,1.4687988702301142,0.809442596852376,1.0484550013287892,0.8903009297446822,0.975765677552505,0.8050750749624122,0.6324001613447204,0.9517161093331895,0.7422684097426462,0.8297687419360884,0.7239588998103799,1.3046563809580023,0.9704198962749818,0.5705651939437679,0.6608737356305031,1.044341309909026,1.2804130093447612,0.3368388178510682,0.6053079952785905,0.8247275012972247
Gene_170,1.7788392062386393,1.3117248488086615,1.051597207055682,0.777281672973032,0.87174253842923,0.7659316891377737,0.5723372529805777,1.1390949988580932,0.7288988492756696,0.8687612195750098,0.8012081048293581,1.539507755779589,1.0064025306781166,0.47056570803390974,1.1033602438053696,0.3768300518686995,1.2582221884386668,-0.00903042553199751,0.8322622539938559,1.3363282502133058
Gene_171,1.379258513279942,0.41163969228857955,0.9479963490129191,0.5597387118781991,0.6345655386566624,0.9302330981513113,0.9607409665459794,1.2456948379640498,0.6348955701487384,0.5929720411429306,0.7540845528092267,1.5129920994825936,1.095190670051283,0.5756233787996982,1.349063388703329,1.0207777130207392,1.2257592829902793,0.40248126136991286,0.5649140911198118,0.9877237439247628
Gene_172,1.675822813166895,0.8068044206637787,1.0293030032063737,0.5828151245121801,0.7363283440801388,0.7587836673361397,0.7192968274968428,1.100508611132625,0.9198564869116724,0.8057718137741836,1.0636522760937905,1.3803286991103123,1.3383588893821985,0.3331594193475776,1.333717486542335,0.7288330415140181,0.9035476649132502,0.4969777504082699,0.8574479192825026,0.6156946028899242
Gene_173,1.5402435921746291,0.43361294578802373,0.8271255007017356,0.8984088171161521,0.7203287759640343,0.7985007840311653,0.6151143809763728,1.526290673136412,0.45347194358315324,0.7022298927341482,1.1189743529671063,1.9272239240602278,0.975264587720563,0.43487618080790147,1.6659321739927886,0.9526353833585327,1.1984484760538734,0.24961849304858338,0.5917383171628635,1.026986354551771
Gene_174,1.5058648915995818,1.2224673974803064,1.196141869633858,0.3571003287390113,1.1119844726463528,1.0959032049155908,0.7921150859450925,1.4060175773594223,0.5974923431216482,0.9053267593207244,0.713197106059338,1.2421115702795902,1.065292828099604,1.1849980316301147,0.8787479247298062,0.6272907827987992,1.1907676655163815,0.43671460316730365,0.5789185748273228,0.7992150980715722
Gene_175,1.486251979264499,0.780914314450854,0.5822741204106665,0.8114939882387091,1.0283623466108538,1.0436089722831758,0.7005168644144497,1.327573008046814,0.864676324379975,1.09329538601428,0.7599915761564109,1.8180802030674705,1.0601079777651565,0.7214971100344048,0.9927512558885503,0.6911380758690351,0.8962680950025365,0.2844424175303686,0.4384690596672466,0.8458113843808921
Gene_176,1.8646489112798585,1.1985349222517199,1.4043319618352295,0.32799654022485025,0.8509359326246236,0.7745752518721407,0.5155629513338964,0.9290840088203867,1.0677251943126709,0.833245939441665,1.0331638830699843,1.6765076332703848,1.4566785829995776,0.38679787668528515,1.4986101215883165,0.8630350790888389,0.8679833108960198,0.6135256301306993,0.6687731779357166,1.0135631187700556
Gene_177,1.2749075332820663,0.7884452195642021,1.4302208805635623,0.5727121079274595,0.993111182948737,0.8750969005794492,0.4987313375289814,1.32910636735369,0.5498931507140521,0.8294491214809627,0.8262934985456274,1.5779579757206919,0.9601321755753885,0.7618506775324145,1.385334624794519,0.7806744141005594,0.8654983167678614,0.35526794325030797,0.8404967577058584,1.2379878082755116
Gene_178,1.1651227403802533,1.0025630899244795,0.6246134115314151,0.581962524548037,1.2162385859916407,0.8436982334591625,0.4878373176749927,1.2655153618182735,0.5112480899824292,0.7859408690850092,0.9387762438475316,1.4288262858148006,0.9487568351364255,0.8315238633762368,1.331072690338269,0.6871105842677737,0.994834622647419,0.48611118588985847,0.5767976493105195,1.150619492745894
Gene_179,1.3403082256528704,0.895753314978131,0.8222669028959744,0.5655740221347159,0.6744850099166761,0.8104674868805611,0.7064341563443868,1.1552573606752337,0.976383140014073,0.8262667611469972,0.9010985856985321,1.665842969807414,1.0849055941449388,0.5175559847528015,1.2766361700851945,0.7065749642196256,1.0640947718830152,-0.005196568838149562,0.6336421101251668,1.5015645786401854
Gene_180,1.3676867769250696,0.786651690282975,1.0949281733486569,0.6350511862292774,1.0752322157257281,0.7817031457311823,0.8009779772883077,1.2307938177539943,0.7913790856362493,0.980229338646355,1.0253795126508525,1.7301465313583713,0.7673469701638741,0.8467183586643269,1.2338257526244532,0.6483217246117964,1.0772984767017657,0.3820503650764154,0.8398856847518839,1.0423147787908946
Gene_181,1.2157854049998325,0.8535611386600935,1.0559974047684724,0.818418500995373,0.9573041196322118,0.8631697211635511,1.1517399101090875,1.1656644676992975,1.0748865406241614,0.8821489883465712,0.9261598652722709,1.7235771562563622,1.239589774929471,0.894160382388875,1.4212028736455524,0.5707295587698716,0.9483098701102144,0.47862046490090693,0.7881697997986847,1.0145142306054156
Gene_182,1.6527290238193435,1.222790458951275,0.8369942775916932,0.405191403376707,0.8086101708613779,1.0947993105507992,0.549788524019899,1.3831499412771306,0.9046217653280487,0.9203812847101649,0.5323061115574754,1.2925202920671799,1.0521526826349812,0.2561675960822627,1.449290955559771,0.6021161361342293,1.7112776724203735,0.8736822129592896,0.5652543714809675,1.037790970254474
Gene_183,1.6388109334768721,1.2729016318376467,0.6926526499191739,0.21530045106502566,0.7122782215315688,1.1498242935477327,0.7540766448748286,1.3266636965004717,0.5798688873512968,0.44926310246824164,0.99109085539161,1.3900442007596343,0.5922532597008923,0.7116994705051063,1.4053986112746921,0.6093354785844379,0.9710894012649288,0.3802265164068861,0.5274276328503142,0.7894489483727036
Gene_184,1.2967584952783797,1.0365230908568022,1.0845941696816772,0.6061875053293271,0.6376554862717693,0.9969761444858264,0.21928891748473822,1.1484047382807796,1.105579934587072,0.6176654486535958,0.7023024816676299,1.6215048110947072,1.2465193594641166,0.5930417980532,1.1083134077777774,0.2399622765254767,1.083346704363048,0.8205141708648163,0.657015877723406,1.0546025749239945
Gene_185,1.5041110928298633,0.9300487090643188,0.8576555869543512,0.7372315272715041,0.881837487264796,1.0367994272996912,0.4596287213176592,1.3734109918906534,0.9527489420909805,0.8019077075885566,1.0198529870675683,1.4561692876756398,0.8395501340764124,0.5307460978171725,0.8925497630133385,0.7280553810923345,0.6964301028337567,0.16641019658291487,0.18642658351476415,1.0418444322025584
Gene_186,1.4096305386220918,0.8669278672167664,0.811742922472262,0.338128793448635,0.92955915535176,0.9231663905712623,0.7179735910805382,0.9356596682788572,0.856020941578575,1.1731474825252297,0.9367211764097376,1.4732006917093852,1.0473906266498052,0.6345536864071873,1.2483395105699024,0.5686246945789927,1.0297920373243485,0.45451763345090246,0.4028724454140807,0.8558826053627414
Gene_187,1.161986119910224,0.6122128889532973,0.7768019229622813,0.6044680454967889,0.6581276795440684,1.135999669759179,0.6616446765238215,0.7190085628160909,0.9508035098686964,1.0746516041803589,0.6207154813642103,1.6397217639316797,0.82465118509678,0.702220796662897,0.9938637922399636,0.27512561450177797,0.986095640578833,0.38735317358110016,0.52200824660755,0.8222522591162251
Gene_188,1.3597148182502388,0.986126060370186,1.0112798553818698,0.6090757502558057,0.7026621425515986,1.2676203598561917,0.4194672594623531,1.2102214649210454,1.0561866116163507,1.008673493611796,0.7789831709182149,1.4500240460200855,1.203168362787871,0.39809173626089533,1.052738621555028,0.5542353519103491,1.3101898300038264,0.4880524900442466,0.40793503362842176,0.9969968296837564
Gene_189,1.3168300018572072,0.7903093114073323,1.216036373117733,0.29822691828326187,1.15844135378932,1.1989227149498844,0.8728742608940487,1.02012150309865,0.7898202492085367,0.6258615121570745,0.7145555349178203,1.6544144248813115,1.2551634449348992,0.4612553579527396,1.1736622862339037,0.6034870609621888,0.7835012380629296,0.5303688111877475,0.456746118981949,1.0199803005253323
Gene_190,1.3493047562940907,0.7743994087101044,1.0188494643102664,0.5294536284223585,0.7623136061867121,0.8875844525768912,0.7186068609299002,1.4434328592021588,0.847785839592184,1.1117155180442428,0.5414436313004884,1.5872357432114352,0.7764771687844065,0.3873017358068496,1.0988891921391495,0.872126771891408,1.2526622442353559,0.4606999072469473,0.29500407335248463,1.0198022404831497
Gene_191,1.5000346324568132,0.9673743557697588,0.651499744710228,0.3945119745319886,0.8238696298127018,1.1405349588163978,0.21547636255331987,1.08028461040773,0.848418147000149,1.0824142727652597,0.9580595331786683,1.6721977191144424,0.835962731238233,0.3010862938885684,1.1681529222186766,0.8340732700504054,1.341349984006313,0.5542087832956245,0.6874123498908177,1.1349863004379301
